Major,"Date 
Contacted",Eggs,Milk,Fish,Shellfish,Peanuts,Tree Nuts,Sesame,Soy,Wheat/Gluten,Vegan,Vegetarian,Halal,Kosher,Other,Intial Concern,Hall (Living/Eating),Class Type,Notes,RCPD,Specialist,Dining Accommodation
Business-admitted,5/1/22,,,x,,,x,,x,,,,,,"Legumes, Lentils",,McDonel,Sophomore,,,,
Journalism,5/1/22,,,,,x,x,,,,,,,,,,Wonders,Sophomore,,,,
Lyman Briggs,8/26/22,,,,,,,,,x,,,,,,,Holmes,Freshman,,,,
Chemical Engineer Preference,5/1/22,,,,,,,,,x,,,,,"Beef, Pork",,Wilson,Freshman,,,,
Horticulture,5/1/22,,,,,,,,,x,,,,,,,Rather,Sophomore,,,,
Jazz Studies,5/1/22,,,,,,,,,x,,,,,,,Mayo,Freshman,,,,
Business-Preference ,8/29/22,,,x,x,x,x,,,,,,,,,,Akers,Freshman,,,,
Business-admitted,8/30/22,,x,,,,,,,x,,,,,,,Shaw,Sophomore,,,,
Lyman Briggs,5/1/22,,x,,,,,,,,,,,,,,Holmes,Freshman,,,,
Animal Science,8/31/22,,,,,,,,,x,,,,,,Reported Rxn from Sparticipation,Off Campus,Unknown,,,,
Communication,8/30/22,,x,,,,,,,,,,,,,,Landon,Sophomore,,,,
Statistics,9/2/22,,,,,,,,,,,,,,,Looking for authentic Chinese food,Landon,Freshman,,,,
Computer Science Preference,9/6/22,,,,,,,,x,x,x,,,,,,Wilson,Sophomore,,x,Ginger,
Political Science,9/6/22,,,,,,,,,,,,,,,Increase in BM's,Shaw,Sophomore,,,,
Lyman Briggs,9/6/22,,,,,,,,,,,,x,,,,Holden,Sophomore,,,,
Anthropology,9/6/22,,,,,,,,,,,,x,,,,Holden,Sophomore,,,,
Communication Leader & Strategy,9/6/22,,x,,,,,,,x,,,,,,Sensitivity,Landon,Unknown,,,,
History,9/7/22,,x,,,,,,,x,,,,,,,Case,Sophomore,,,,
Dietetics,9/8/22,,,,,,,,,,,,,,,Stomach Cramps,Akers,Freshman,,,,
,9/8/22,,,,,,,,,,,,,,,RCPD referral ,McDonel,Unknown,,x,Kiersten,
Computer Science Preference,9/9/22,,,,,,,,,,,,,,,Soft Food Diet x 2 weeks,Shaw,Unknown,,,,
Advertising Creative,9/12/22,,,,,,,,,x,,,,,,,Owen,Sophomore,,,,
,9/13/22,,,,,,,,,x,,,,,,,Wonders,Sophomore,,,,
Chemical Engineer Preference,5/1/22,,,,,,,,,x,,,,,,,Butterfield,Sophomore,,,,
,9/18/22,,,,,,,x,,,,,,,,,,Prospective,,,,
Business-Preference ,9/7/22,x,x,,,,,,,,,,,,,Problems finding options,Hubbard,Sophomore,,,,
Lyman Briggs,9/19/22,,,,,,,,,,,x,,,,Not finding options,Holmes,Freshman,,,,
James Madison,9/19/22,,x,,,,,,,x,,,,,,,Case,Freshman,,,,
,5/1/22,,x,,,x,x,,x,,,,,,,,Unknown,Unknown,,,,
,9/20/22,,x,,,,,,x,x,,,,,"Corn, Yeast, Potato, Low Glycemic",Restrictions d/t eczema ,Unknown,Prospective,,,,
Physics,9/20/22,,,,,,,,,,,,,,Liquid/Puree Diet x 8 weeks,Broken Jaw,Case,Unknown,,,,
,9/22/22,,,,,,,,,x,,,,,,,Unknown,Prospective,,,,
Biomedical Laboratory Science,5/1/22,,,,,,,,,,,x,,,,,Emmons,Sophomore,,,,
Computer Science Preference,9/30/22,,,,,x,,,,,,,,,,Allergic rxn @ Case,Owen,Sophomore,,,,
Nutritional Sciences,10/3/22,,,,,,,,,,,,,,Eating Dx,Referral from Karen at Olin,Brody,Sophomore,,,,
Apparel And Textile Design,5/1/22,,,,,,x,x,x,x,,,,,"Tomato, Cucumber, Mustard Seed, Chicken, Green Pepper, Green Pea, Spinach, Squash, Cantaloupe, Pear, Banana, Buckwheat",,Wonders,Sophomore,,,,
Computer Science Preference,5/1/22,,,,,,,,,,,,x,,,,Wilson,Sophomore,,,,
,10/4/22,,,,,x,,,,,,,,,,Question about QR code on serving line,Unknown,Unknown,,,,
Political Theory & Constitutioal Dem,10/4/22,,x,,,,,,,x,,,,,"Yeast (alcohol & vinegar); garlic, chicken, beef",,Unknown,Unknown,,,,
,10/4/22,,x,,x,,,,,x,,,,,"Beef, garlic, tomatoes",,Unknown,Unknown,,,,
,10/11/22,,,,,,,,,,,,,,specific needs,Wants mp exemption,Holmes,Freshman,,,,
Chemical Engineer Preference,5/1/22,,,,,,,,,,,,x,,,,Holmes,Sophomore,,,,
,10/12/22,,,,,,,,,,,,,,,Daughter having stomach issues after eating,Unknown,Unknown,,,,
Exploratory Preference,10/18/22,,,,,,,,,,,,,,Dining hall avoidance d/t disability,,Abbot,Freshman,,x,Madison,
,10/26/22,,,,,,,,,x,,,,,,,Unknown,Unknown,,,,
Business-admitted,10/31/22,,,,,,,,,x,,,,,Ulcerative Colitis,,McDonel,Sophomore,,,,
,11/2/22,,,,,,,,,,x,,,,,,Unknown,Prospective,,,,
Advertising Management,11/8/22,,,,,x,,x,,,,,,,"Chickpea, Lentil, Peas",Reported Allergic Rxn x 3,Campbell ,Sophomore,,,,
,11/8/22,,,,,,,,,x,,,,,,Attending Inside MSU,Armstrong,Freshman,,,,
,11/11/22,,,,,,,,,,,,,,,Student with reported eating dx,Hubbard,Freshman,,,,
Social Relations and Polcy,11/14/22,,,,,,,,,,x,,,,,complaint about 1855 options,,,,,,
Public Relations,11/21/22,,,,,,,,,,,,,,,complaint of stomach issues,Hubbard,Freshman,,,,
,11/21/22,,,,,,,,,,,x,,,,complaint of too many spices,Wonders,Sophomore,,,,
,11/18/22,,x,,,,,,,,,,,,,,Off Campus,Junior,,,,
,11/18/22,,x,x,,x,x,,,,x,,,,,,Snyder,Sophomore,,,,
Chemical Engineering,11/22/22,,,,,,,,,,,,,,,RCPD referral ,Unknown,Unknown,,x,Lynne,
,11/28/22,,,,,,,,,x,,,,,,,Unknown,Prospective,,,,
,11/24/22,,,x,x,x,x,x,,,,,,,"Sunflower Oil & Seeds, Sesame Oil & Seeds, Mustard, Green Peas, Coconut & Coconut Oil, Garlic",,Off Campus,Freshman,,,,
,11/28/22,,,,,,,,,,,,x,,,Spring NSO 23,Owen,Sophomore,,,,
,11/28/22,x,x,,,x,,,,,,,,,,Spring NSO 23,Butterfield,Sophomore,,,,
,11/28/22,,,,,,,,,,,x,,,,Spring NSO 23,Unknown,Unknown,,,,
,11/28/22,,,,,x,,,,,,,,,,Spring NSO 23,Butterfield,Sophomore,,,,
,11/28/22,,,,,,,,,,,,x,,,Spring NSO 23,Unknown,Unknown,,,,
,11/28/22,,,,,x,x,,,,,,,,,Spring NSO 23,Unknown,Unknown,,,,
,11/28/22,,,,,,,,,,,x,,,,Spring NSO 23,Holden,Sophomore,,,,
,11/28/22,,,,,,,,,,,,,,Tilapia,Spring NSO 23,Butterfield,Sophomore,,,,
,11/28/22,x,x,x,x,x,x,x,x,x,,x,,,,Spring NSO 23,Unknown,Unknown,,,,
,11/28/22,x,x,x,,x,x,,x,,,,,,,Spring NSO 23,Wilson,Sophomore,,,,
,11/28/22,,,x,x,,,,,,,,,,,Spring NSO 23,Unknown,Unknown,,,,
,11/28/22,,,,,,,,,,,,,,,Spring NSO 23,Unknown,Unknown,,,,
,11/28/22,,x,,,,,,,,,,,,,Spring NSO 23,Owen,Sophomore,,,,
Human Biology,11/29/22,,,,,,,,,,,x,,,,Wants contract release,Hubbard,Freshman,,,,
Exploratory Preference,11/29/22,,,,,,,,,,,,,,,Dietary Restrictions- wants contract release,Emmons,Freshman,,,,
Lyman Briggs,11/29/22,,,,,,,,,,,,,,"IBS- avoids fried, breaded and greasy foods; low fiber",Wants contract release,Holmes,Freshman,,,,
,11/29/22,,,,,x,x,,,,,,,,,Spring NSO 23,Butterfield,Sophomore,,,,
Advertising Management,12/2/22,,,,,,,,,,,,,,,New Dietary Restrictions - wants MP exemption,,Sophomore,,,,
,12/1/22,,,,x,x,x,x,x,,,,,,,,Wilson,Sophomore,,,,
James Madison,12/1/22,,,,,,,,,,,,,,,Looking for nutrition information,Emmons,Sophomore,,,,
,12/5/22,,,,x,,,,,,,,,,,,Shaw,Sophomore,,,,
Psychology,12/6/22,,x,,,,,,,x,,,,,,"Looking for retail product- ""mush""",On Campus,Freshman,,,,
,11/28/22,,,,,x,x,,,,,,,,,Spring NSO 23,,,,,,
,11/28/22,,,,,,x,,,,,,,,,Spring NSO 23,,,,,,
,11/28/22,,,,,,,,,,,,x,,,Spring NSO 23,,,,,,
,11/28/22,,x,,,,,,,,,,,,,Spring NSO 23,,,,,,
,11/28/22,,x,,,,,,,,,,x,,,Spring NSO 23,,,,,,
,11/28/22,,,,,,,,,,,,x,x,,Spring NSO 23,,,,,,
,12/9/22,,,x,,,,,,,,,,,,Spring NSO 23,,,,,,
,12/13/22,,,,,,,,,,,,,,,Dietary Issues-wants MP exemption,Akers,Freshman,,,,
,12/17/22,,,,,,x,,,,,,,,,,Wonders,Sophomore,,,,
,12/18/22,x,,,,x,x,,,,,,,,,,Holmes,Sophomore,,,,
,12/20/22,,,,,,,,,x,,,,,,,Hubbard,Freshman,,,,
,12/22/22,,,x,,x,x,x,,,,,,,"chickpeas, peas, lentils",,Holden,Sophomore,,,,
,,,,,,,,,,,,,x,,,Spring NSO 23,,,,,,
,,x,,x,,x,,x,x,x,,,x,,,Spring NSO 23,,,,,,
,,,,,,,,,,,x,,,,,Spring NSO 23,,,,,,
,,x,,,,,,,,,,x,,,,Spring NSO 23; bringing guest w/ allergies,,,,,,
,,,,x,,,,,,,,,,,,Spring NSO 23,,,,,,
,,,,,,,,,,,x,,,,,Spring NSO 23,,,,,,
,,,,,x,,,,,,,,,,,Spring NSO 23,,,,,,
,,x,,,,,,,,,,x,,,,Spring NSO 23,,,,,,
,,,,x,x,,,,,,,,,,,Spring NSO 23,,,,,,
,,,,,,x,x,,,,,,,,,Spring NSO 23,,,,,,
,,,,,,,,,,,,,x,,,Spring NSO 23,,,,,,
,,,,,,,,,,,,,,,Chocolate,Spring NSO 23,,,,,,
,,,x,,,,,,,,,,,,,Spring NSO 23,,,,,,
,,,,,,,x,,,,,,,,,Spring NSO 23,,,,,,
,,,,,,,,,,,x,,x,x,,Spring NSO 23,,,,,,
,,,,,,,,,,,,x,,,,Spring NSO 23,,,,,,
,12/23/22,,,,,,,,,,,,,,,Weight loss goals,Holmes,Freshman,,,,
,1/3/23,,,,,,,,,,,,,,,ED,,,,x,Jessica,
,1/5/23,,,,,x,x,,,x,,,,,,"Mustard, Navy Bean, Lima Bean; OAS",Wilson,Sophomore,,,,
Information Sciences,1/9/23,,,,,,,,,,,,,,,Healthy eating resources,Owen,Junior,,,,
,1/10/23,,,,,,,,,x,,,,,,Attending Inside MSU,Unknown,Prospective,,,,
,1/10/23,,x,,,x,x,x,,,,,,,Legumes,Attending ADS 2/3,Unknown,Prospective,,,,
James Madison,1/10/23,,,,,,,,,,,,,,,RCPD referral ,Case,Freshman,,x,Colleen,Order ahead/carryout meals @ Case
,1/12/23,,,,,,,,,x,,,,,,Attending ADS 2/3,Unknown,Prospective,,,,
,1/12/23,,,,,,,,,,,,,,,All proteins except  for fish and shellfish,Bryan,Freshman,,,,
,1/17/22,,,,,x,,,,x,,,,,,Inside MSU 1/30,Unknown,Prospective,,,,
,1/17/23,,,,,,,,,x,,,,,,Inside MSU 1/23,Unknown,Prospective,,,,
,1/17/23,,,,,x,x,,,,,,,,,Attending ADS 2/3,Unknown,Prospective,,,,
,1/17/23,,x,,,,,,,x,,,,,,Attending ADS 1/27,Unknown,Prospective,,,,
,1/17/23,x,,,,,,,,,,,,,Meat,Attending ADS 1/27,Unknown,Prospective,,,,
,1/23/22,,,,,,,,,,,,,,,RCPD referral ,Owen,Sophomore,,x,Jessica,
,1/20/23,,x,,,,,,,,,,x,,"Red Meat (beef, pork, mutton)",,Unknown,Unknown,,,,
,1/23/23,,,,,,,,,,,x,,,,Inside MSU 1/30,Unknown,Prospective,,,,
,1/24/23,,,,,,,,,x,,,,,,Graduate student on campus on Saturdays,Off Campus,Graduate,,,,
,1/24/23,,,,,,,,,x,,,,,Religious Restrictions,,Owen,Unknown,,,,
,1/27/23,,,,,,,,,,,,x,,,,Off Campus,Graduate,,,,
,1/27/23,,,,,,,,,x,,,,,,Incoming Fall 23,McDonel,Freshman,,,,
Professional and Public Writing,1/30/23,,,,,,,,,,,,,,,Would like Kosher and Halal logo on menu signage,Unknown,Junior,,,,
,1/30/23,,,,,,,,,,,,,,,"""food allergies""",Hubbard,Freshman,,,,
,1/31/23,,,,x,,x,x,,x,,,,,"Coconut, Pumpkin, Zucchini, Pineapple",,Unknown,Unknown,,,,
,2/2/21,,,,,,,,,,,,,,,RCPD referral ,Bailey,Sophomore,,x,Jessica,
,2/6/22,,,,,x,x,,,,,,,,,"Allergic rxn @ Kellogg, Sbux & Case",Case,Sophomore,,,,
,2/6/23,,,x,x,x,x,x,,,,,,,Strawberry,Daughter potentially attending summer camp,,Prospective,,,,
,2/6/23,,,,,,,,,,,,,,,RCPD referral ,,,,x,Jessica,Order ahead meals
,,,,,,x,x,x,,,,,,,Chickpeas,,Unknown,Incoming Freshman,,,,
,2/21/23,,,,,,,,,,,,,,,RCPD referral ,,Graduate,,x,Jessica,
,2/22/23,,,,,,,,,,,,,,Dietary Restrictions,Prospective Student (RCPD referral),,Prospective,,x,Hannah,
,2/23/23,,,,,,,,,,x,,,,,Wants MP exemption,Hubbard,Freshman,,,,
,2/26/23,x,x,,x,,x,x,,,,,,,"Legumes, Melon",,Holden,Freshman,,x,Lynne,OrderIt
,3/4/23,,,,,x,x,,,x,,,,,,,Unknown,Prospective,,,,
,3/8/23,,,,,,,,,x,,,,,,,Unknown,Prospective,,,,
,3/13/23,,,,,,,,,x,,,,,,Attending Inside MSU,Case,Incoming Freshman,,,,
,3/17/23,,,,,,,,,x,,,,,,Attending Inside MSU,Unknown,Prospective,,,,
,3/27/23,,,,,x,x,,,,,,,,,Attending Inside MSU,Wilson,Incoming Freshman,,,,
,3/24/23,,,,,,x,,,,,,,,,Attending Inside MSU,Unknown,Prospective,,,,
,3/12/23,,,,,x,x,,,,,,,,Chickpeas/Garbanzo Beans,,McDonel,Freshman,,,,
,3/13/23,,x,,,,,,,,,,,,,Attending Inside MSU,Unknown,Prospective,,,,
,3/13/23,,,,,,,,,,,,x,,,Attending Inside MSU,Wilson,Incoming Freshman,,,,
,3/13/23,,,,,,,,,x,,,,,,Attending Inside MSU,Mason,Incoming Freshman,,,,
,3/13/23,x,,,x,x,x,,,,,,,,,Attending Inside MSU,Unknown,Prospective,,,,
,3/13/23,,,,,,,,,,,x,,,,,Holden,Sophomore,,,,
,3/1/23,,,,,,,,,,,,,,,RCPD referral ,Holmes,Freshman,,x,Kiersten,
,3/15/23,,,,,,,,,x,,,,,Celiac,,Unknown,Prospective,,,,
,3/20/23,,,,,,,x,,,,,,,,,Unknown,Incoming Freshman,,,,
,3/22/23,,,,x,x,x,,,,,,,,,,McDonel,Freshman,,x,Kiersten,
,3/26/23,,x,,,,,,,x,,,,,Celiac,,Shaw,Incoming Freshman,,,,
,3/27/23,,,,,,,,,,,,,,,"Trans Fats, high sugary meals, frired foods, simple carbs",McDonel,Sophomore,,,,
,3/31/23,,,,,,,,,,,,,x,,Attending Inside MSU,Unknown,Prospective,,,,
,3/24/23,,,,,,,,,x,,,,,,Attending Inside MSU ,Case,Incoming Freshman,,,,
,3/31/23,,,,,x,x,,,,,,,,,Attending Inside MSU,Unknown,Prospective,,,,
,3/31/23,,x,,,,,,,,,,,,,Attending Inside MSU,Unknown,Prospective,,,,
,3/31/23,,,,,,,,,,,,,,Pork,Attending Inside MSU,Unknown,Prospective,,,,
,3/27/23,,,,,,,,,x,,,,,,,Holmes,Freshman,,,,
,3/27/23,x,,x,x,,,,,,,x,,,,,McDonel,Freshman,,,,
,3/27/23,,,,,,,,,,,,x,,,,Mason,Freshman,,,,
,3/27/23,x,,,,,,,,,,,,,,,Bryan,Freshman,,,,
,3/27/23,,,,,,,,,,,x,,,,,Wilson,Freshman,,,,
,3/28/23,,,,,,,,,x,,,,,Celiac,,Holmes,Freshman,,,,
,3/28/23,,x,,,,,,x,x,,,,,"Oats, Sorghum",,On Campus,Freshman,,,,
,3/28/23,,,,,x,,,,,,,,,,,Holmes,Freshman,,,,
,3/28/23,,,,,,,,,,,,,,No sugar or flour products,,Off Campus,Graduate,,,,
,3/29/23,,,,,,,,,,,,,,,Daughter w/ IBS,Wilson,Sophomore,,,,
,3/29/23,x,x,x,,,,,,,,,,,Pork,Current HS Junior - applying for Fall 24,Unknown,Prospective,,,,
,3/29/23,x,,,,,,,,x,,x,,,Non-Veg Food,,Unknown,Incoming Freshman,,,,
,3/30/23,,,,,,,,,x,,,,,Celiac,,Armstrong,Incoming Freshman,,,,
,4/2/23,,,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,4/2/23,,,,,,,,,,,x,,,,,Butterfield,Freshman,,,,
,4/1/23,,,,,,,,,x,,,,,Celiac,,Akers,Incoming Freshman,,,,
,4/4/23,,,,,,,,,x,,,,,Celiac,,Armstrong,Incoming Freshman,,,,
,4/4/23,x,,x,x,x,x,,,,,,,,"Peas, Pineapple, Melons",,Unknown,Unknown,,,,
,4/4/23,,,,,x,x,,,,,,,,Chickpeas/Garbanzo,,Gilchrist,Incoming Freshman,,,,
,4/4/23,,x,,,,,,x,x,,,,,"Corn, Lentils, Chickpea, Lima Bean, Green Pea, Sunflower",Wants MP Exemption,Brody,Incoming Freshman,,x,Hannah,
,4/4/23,,,,,,,,,,,,,,Phillips for Sophomore year,Wants MP Exemption,Phillips,Sophomore,,,,
,4/4/23,x,x,,,,,,,x,,,,,EoE,,Unknown,Incoming Freshman,,,,
,4/6/23,x,x,,x,x,x,,,,,,,,,Attending Inside MSU,Unknown,Prospective,,,,
,4/6/23,,x,,,,,,,x,,,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/6/23,,,,,x,,,,,,,,,,Inside MSU & Admitted Student Day,Hubbard,Incoming Freshman,,,,
,4/6/23,,x,,,,,,,x,,,,,,Admitted  Student Day,Wilson,Incoming Freshman,,,,
,4/6/23,,,,,,,,,x,,,,,,Admitted Student Day,Wilson,Incoming Freshman,,,,
,4/6/23,,x,,,,,,,,,,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/6/23,,,,,,,,,x,,,,,Celiac,Admitted Student Day,Unknown,Prospective,,,,
,4/6/23,,x,,,,,,,,,,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/6/23,,x,,,,,,,x,,,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/6/23,,,,,,,,,x,,,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/7/23,,,,,x,x,,,,,,,,,Attending Inside MSU,Unknown,Prospective,,,,
,4/7/23,,,,,,x,,,,,,,,,Attending Inside MSU,Hubbard,Incoming Freshman,,,,
,4/7/23,,,,,,,,,x,,,,,,Admitted Student Day,Akers,Incoming Freshman,,,,
,4/7/23,,,,,x,x,,,,,,,,,Admitted Student Day,Holmes,Incoming Freshman,,,,
,4/7/23,x,,,x,x,x,,,,,,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/7/23,,,,,,,,,x,,,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/7/23,,x,,,,,,,x,,,,,,Admitted Student day,Unknown,Prospective,,,,
,4/7/23,,x,,,,,,,x,,,,,,Admitted Student Day,Bailey,Incoming Freshman,,,,
,4/7/23,,,,,,,,,x,,x,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/7/23,,,,x,x,x,,,,,,,,,Admitted Student Day,Armstrong,Incoming Freshman,,,,
,4/7/23,,,,,,,,,x,,,,,,Family Member,Unknown,Community,,,,
,4/7/23,,,,,,,,,x,,,,,,Admitted Student Day,Bryan,Incoming Freshman,,,,
,4/7/23,,,,,,,,,x,,,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/7/23,,,,,,,,,x,,,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/10/23,,,,,,,,,x,,,,,,,Unknown,Prospective,,,,
,4/10/23,,,,,,,,,,,x,,,,C/o alcohol in vegetarian options,Holden,Sophomore,,,,
,4/11/23,x,,,,,,,,,,,,,,Admitted Student Day,McDonel,Freshman,,,,
,4/11/23,,,,,,,,,x,,,,,Type 1 Diabetes,Admitted Student Day,Wilson,Freshman,,x,Hannah,
,4/11/23,,,,,,,,,x,,,,,Celiac,Admitted Student Day,Holden,Freshman,,,,
,4/11/23,,,,,,,,,x,,,,,Celiac,Admitted Student Day,Wonders,Freshman,,,,
,4/11/23,,,,,,,,,x,,,,,Gluten Intolerance,Admitted Student Day,Akers,Freshman,,,,
,4/11/23,,,,,,,,,x,,,,,,Admitted Student Day,Mason,Freshman,,,,
,4/11/23,,,,,,,,,x,,,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/11/23,,,,,,,,,x,,,,,Celiac,Admitted Student Day,McDonel,Freshman,,,,
,4/11/23,,,,,,,,,x,,,,,,Parents eat Gluten Free,Unknown,Prospective,,,,
,4/11/23,,,,,x,x,,,,,,,,,Admitted Student Day,Akers,Freshman,,,,
,4/11/23,x,,,,,,,,,,,,,,Admitted Student Day,Akers,Freshman,,,,
,4/11/23,,,,,,,,,,,,,,Diabetes (for guest),Admitted Student Day,Holmes,Freshman,,,,
,4/11/23,,,,,x,,,,,,,,,,Admitted Student Day,Bryan,Freshman,,,,
,4/11/23,,,,,,,,,x,,,,,,Admitted Student Day,Holmes,Freshman,,,,
,4/11/23,,,,x,,x,,,,,,,,"Cashews, Pistachios",Admitted Student Day,Hubbard,Freshman,,,,
,4/11/23,,,,,,,,,x,,,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/11/23,,x,,,,,,,x,,,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/11/23,,,,,,,,,,,,,x,,Admitted Student Day,Phillips,Freshman,,,,
,4/11/23,,,,,,x,x,,,,,,,,Admittted Student Day,Bryan,Freshman,,,,
,4/11/23,,,,,,,,,x,,,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/11/23,,,,,,,,,x,,,,,Celiac,Admitted Student Day,Armstrong,Freshman,,,,
,4/11/23,,,,,,,,,x,,,,,Severe,Admitted Student Day,Holmes,Freshman,,,,
,4/11/23,,,,,,,,,x,,,,,,Admitted Student Day,Brody,Freshman,,x,Lynne,
,4/11/23,,,,,,,,,x,,,,,Celiac,Admitted Student Day,Unknown,Prospective,,,,
,4/11/23,,,,,,x,,,,,,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/11/23,,,,,,,,,x,,,,,,Admitted Student Day,Armstrong,Freshman,,,,
,4/11/23,,,,,,,,,x,,,,,Student + guest,Admitted Student Day,Unknown,Freshman,,,,
,4/11/23,,,,,,,,,x,,,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/11/23,,,,,x,,,x,,,,,,,Admitted Student Day,Armstrong,Freshman,,,,
,4/11/23,,,,,,,,,x,,x,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/11/23,,,,,,,,,,,,,,"Beef, Pork, Lamb",Admitted Student Day,Hubbard,Freshman,,,,
,4/11/23,,,,,,x,,,,,,,,,Admitted Student Day,McDonel,Freshman,,,,
,4/11/23,,,,,x,,,,,,,,,,Admitted Student Day,Unknown,Prospective,,,,
,4/11/23,,,,,,,,,x,,,,,,Admitted Student Day,Yakeley,Freshman,,,,
,4/11/23,,x,x,x,x,x,x,x,x,,,,,,Admitted Student Day,Gilchrist,Freshman,,x,Kiersten,OrderIt
,4/11/23,,,,,x,,,,,,,,,,Inside MSU,Unknown,Prospective,,,,
,4/11/23,,,,,,x,,,,,,,,Cashews,Inside MSU,Wilson,Freshman,,,,
,4/11/23,,,,,,,,,x,,,,,Celiac,Inside MSU,Shaw,Freshman,,,,
,4/12/23,,,,,,,,,,,,,,Very-long-chain acyl-CoA dehydrogenase deficiency (VLCAD),,Yakeley,Freshman,Single Room,x,Hannah,
,4/14/23,,,,,,,,,x,,,,,,,Shaw,Sophomore,,,,
,4/17/23,,x,,,,,,,x,,,,,,,Akers,Freshman,,,,
,4/17/23,x,,,,,,,,,,x,,,,,Holmes,Freshman,,,,
,4/17/23,,x,,,,,,,x,,,,,,,Unknown,Freshman,,,,
,4/17/23,,,,,x,x,,,,,,,,,,Akers,Freshman,,,,
,4/17/23,,x,,,,,,,,,x,,,,,Armstrong,Freshman,,,,
,4/19/23,,,,,,,,,,,,,,PKU,,Holmes,Freshman,,x,Kiersten,Special meal plan
,4/20/23,,,,,,,,,,,,,,,ARFID; social anxiety,Case,Sophomore,,x,James,Order ahead meals
,4/20/23,,,,,,,,,,,,x,,,,Unknown,Freshman,,,,
,4/20/23,,,,,,,,,x,,,,,,,Hubbard,Freshman,,,,
,4/20/23,,,,,x,x,,,,,,,,Legumes,,Holmes,Freshman,,,,
,4/20/23,,,,,,,,,,,x,,,,,McDonel,Freshman,,,,
,4/20/23,,,,,x,x,x,,,,,,,,,Bryan,Freshman,,,,
,4/20/23,,,,,,,,,,,x,,,,,Holmes,Freshman,,,,
,4/20/23,,,,,,,,,,,,,,Pescatarian,,Unknown,Freshman,,,,
,4/20/23,,,,,,,,,x,,,,,,,Unknown,Freshman,,,,
,4/20/23,x,x,,,,,,,x,,,,,"Apple, Lemon, Peach, Pear, Plum, Grapefruit, Mango",,McDonel,Freshman,,,,
,4/20/23,,,,,,,,,,x,,,,,Inside MSU,Case,Freshman,,,,
,4/24/23,,x,,,,,,,,,,,,,,Wilson,Freshman,,,,
,4/24/23,,,,,,,,,,,,x,,,,Abbot,Freshman,,,,
,4/24/23,x,,x,x,,,,,,x,,,,"Onion, Garlic",,Wonders,Freshman,,,,
,4/25/23,,,,,,x,x,,,,,,,,,Shaw,Freshman,,x,Kiersten,
,4/26/23,,,,,,,,,,,,,,Liquid Diet,Broken Jaw,Landon,Freshman,,,,
,4/27/23,,,,,,,,,,,,x,,,,Unknown,Unknown,,,,
,4/27/23,,,,,x,x,,,x,,,,,,,Rather,Freshman,,x,Lynne,
,5/1/23,x,,,,,,,,x,,,,,Oats,,Unknown,Freshman,,x,Hannah,
,5/3/23,,,,x,,,,,,,,,,,,Akers,Freshman,,,,
,5/3/23,,,,,x,x,,,,,,,,,,Bailey,Freshman,,,,
,5/3/23,,,,,,,,,,,x,,,,,Wilson,Freshman,,,,
,5/3/23,,,,,,x,,,,,,,,,,Yakeley,Freshman,,,,
,5/3/23,,,,,,,,,,,x,,,,,Mason,Freshman,,,,
,5/3/23,,,,,,,,,,,,,,Pork,,Rather,Freshman,,,,
,5/3/23,,,,,,,,,,,,,,Pork,,Rather,Freshman,,,,
,5/3/23,,,,,,,,,,x,,,,,,Hubbard,Freshman,,,,
,5/3/23,,,,,,,,,,,,,,Fructose Intolerance,,Holmes,Freshman,,,,
,5/3/23,,,x,,x,x,,,,,,,,,,Wilson,Freshman,,,,
,5/3/23,,x,,,,,,,,x,x,,,,,Bryan,Freshman,,,,
,5/3/23,,,,,x,x,,,,,,,,,,Phillips,Freshman,,,,
,5/3/23,,,,,,,,,,,,,,Pork,,Holden,Freshman,,,,
,5/3/23,,,,,,,,,x,,,,,Celiac,,Akers,Freshman,,x,Kiersten,
,5/3/23,,,,,x,,,,,,,,,,,Bailey,Freshman,,,,
,5/3/23,,,,,,,,,,,x,,,,,Yakeley,Freshman,,,,
,5/3/23,,,,,,,,,,,x,,,,,Akers,Freshman,,,,
,5/5/23,,,,,,,,,x,,,,,,,Armstrong,Freshman,,,,
,5/11/23,,,,,,,,,x,,,,,,,Wilson,Unknown,,x,Hannah,
,5/9/23,,,,,,,,,x,,,,,Celiac,,Hubbard,Freshman,,,,
